location_id,name,state,description,latitude,longitude,category,activities_offered,popularity_score,places_to_visit,category_mapped,num_activities,num_places_to_visit,popularity_level,geo_cluster,description_embedding,description_sentiment
11,Chopta-Tungnath-Chandrashila,Uttarakhand,"a popular trekking circuit offering panoramic views of the garhwal himalayas. chopta is a scenic base, tungnath is the highest shiva temple in the world, and chandrashila peak provides breathtaking sunrise and sunset views. while popular, venturing beyond the main viewpoints offers quieter trails.",33.54401,102.262352,"remote nature-based locations, spiritual and religious retreats","trekking, camping, bird watching,yoga and meditation,photography,rock climbing, cycling in chopta",7600,"tungnath temple,chandrashila peak,chopta meadows,sari village,kanchula korak musk deer sanctuary",remote_nature_religious,7,5,Medium,4,"[0.34622470848153286, -0.21442931137679905, -0.18004717858816496, -0.05059664196918584, -0.03045420145542275, 0.0756058187585379, -0.07437025875932719, 0.16227038499115115, 0.08507732122120522, -0.24832147882768332, 0.032487395269271746, -0.07253815513748393, 0.1417363089851293, -0.07397880715415368, -0.06507783902525277, 0.32703582605247294, 0.16598085742477667, -0.0048460645184585475, 0.21321115709342914, 0.06183964441755426, -0.14797852818082027, 0.1164794177598372, -0.0533842017679435, 0.06972016131599032, -0.22248035252421614, 0.06488293825540487, 0.059177372810805956, -0.16158657958779837, -0.13585604946340846, -0.003603566696246393, 0.021665770378428553, 0.04206368333179618, -0.11064947568541285, -0.2901423698405908, -0.13991178232287993, -0.11196395277860999, 0.10644882154724906, 0.17111977878096754, 0.14657442192248862, -0.12440113634508672, -0.1109219406019221, -0.0660166472952117, -0.028909409759124833, -0.26425116166554835, -0.06750573610205332, 0.13449515979768428, 0.026339557659883522, -0.05323920683180384, 0.013980960823604359, 0.01283410780814025, -0.012388879644499636, 0.03219981786351356, 0.057490911644663883, 0.013042562843314906]",0.2777777777777778
12,Losar,Himachal Pradesh,"a picturesque village in the spiti valley, known for its stark beauty, traditional spitian culture, and proximity to high-altitude passes. offers a glimpse into a remote and rugged himalayan landscape.",-37.154441,22.444978,remote nature-based locations,"cultural experiences, daily prayers,participate in the losar festiva",4400,"kunzum pass,chandratal lake,key monastery,spiti valley,langza",remote_nature,3,5,Low,1,"[0.3280215627365257, 0.1814688598900663, 0.014673903807450489, 0.34690776631955317, -0.051197698011536376, 0.08820088243063533, 0.009813671709166716, 0.027730183272747313, 0.0639937373950539, -0.1729184685183693, -0.112042161034631, 0.1856953435145955, 0.0934879091011421, -0.20596846166450683, 0.027152298524317706, -0.2159204055648023, -0.009212850540939592, -0.07865993085110584, -0.12394582503345121, 0.07327335646477205, -0.08294537818641139, -0.013563502429788595, 0.21076730123469842, 0.02058320229200507, 0.21014749564389282, 0.2218811170248393, -0.003982543078990594, 0.1337313321005743, 0.02372172401391287, -0.0005439351701068515, -0.014107010070654269, -0.24450350670795212, 0.3519966874523189, -0.05641653564415988, -0.07358692735786554, -0.15377588784260912, 0.061876181644591945, 0.022331964666686743, 0.08094304366587898, -0.1840016205678502, 0.08556153466641316, -0.07822476712659909, 0.03537390745575901, -0.0741957657559118, -0.06485518556757948, 0.038557914975201515, 0.17665759564343517, -0.13046704222801994, -0.018525998657346814, -0.08887954155559034, -0.0012102475030865588, 0.06088360879175762, -0.10042833601438256, -0.017360590791708066]",-0.05
13,Gandikota,Andhra Pradesh,"often referred to as the 'grand canyon of india,' this gorge formed by the penna river cutting through the erramala hills is a dramatic sight. explore the historic gandikota fort and enjoy the stunning natural landscape.",1.967912,-121.911886,local or weekend getaways,"walk through the ruins,ancient caves,water sports activities,boating at the boat club,holi dip in pushkarini",4200,"pennar gorge,gandikota fort,belum caves,yaganti temple,owk reservoir,mylavaram dam",local_getaway,5,6,Low,2,"[0.3238413691379042, -0.12132970223021242, 0.09467057606355357, -0.14696158056810102, -0.009428719100397075, -0.20247672625069144, 0.37718151471922867, 0.008710900973168468, -0.041251124198519416, -0.05362191969021823, -0.20359373527366645, 0.01692307387667564, -0.07848043564715776, 0.005479442934280612, -0.05530687836078212, 0.11089952676384293, -0.11762230966497694, -0.265645031001421, 0.09753032532586586, -0.05016025880648935, -0.020535783591831818, 0.17193879885819494, -0.07577620655703751, 0.07292193304512101, 0.22064605863932732, -0.10501244362185674, 0.09958985537615397, 0.19517042405263207, -0.1675316139922867, 0.16318159591825457, 0.1344528897179001, -0.28925707100792836, -0.1231981391174502, -0.10966524003767246, 0.11325021002787364, -0.0800150693904659, 0.10903275567271596, 0.0800347869469366, 0.08616464840193772, -0.06553424328493247, 0.10763814224029841, 0.19225768364901258, 0.06566612067203699, 0.17720686445928382, -0.08033793543421931, 0.05572906668882795, -0.10931119924270795, 0.06930394514605183, 0.015925687020267885, 0.019718625333323157, 0.041265378724086914, -0.009288188330054493, 0.08397972091508413, 0.0203512605976067]",0.06666666666666668
14,Dhanushkodi,Tamil Nadu,"a ghost town at the southeastern tip of pamban island, offering a surreal and windswept landscape. the remnants of the old town and the meeting point of the bay of bengal and the indian ocean create a unique and poignant atmosphere.",-4.621673,102.57618,beachfront and coastal retreats,"photography,boat ride,visit beach, visit the dhanushkodi lighthouse,bird watching",4000,"dhanushkodi beach, gulf of mannar marine national park,pamban island,adam's bridge",beach_retreat,5,4,Low,3,"[0.3362552282047365, -0.10453056820017798, 0.16634784495585278, -0.01187366615015093, -0.16464105834885726, -0.23134565154108439, 0.10974611598169276, 0.016462699917862738, -0.0189369495789245, 0.22843537185170812, -0.09644283924239358, -0.11103381651385706, 0.1775499228203881, -0.17190352710987236, -0.07451996169848954, 0.18271158534826387, -0.12104461953188918, 0.2558024435058864, -0.03528064445698947, 0.09548661562549553, 0.18064707337297678, -0.036762062719370776, -0.00944606922619563, 0.10573059150995529, -0.059367454152192904, 0.3128982010722535, 0.18582939212729982, -0.07986613600764186, 0.02150550015508406, 0.09682084043385827, 0.12890842974338462, 0.07729523941838319, 0.16818816307105516, -0.15957386858935235, 0.1962566984596482, -0.07221524468109627, -0.1559204019543442, -0.1415511245464431, 0.06763730960619213, 0.2282123778664034, 0.05225450765782759, -0.1538140827224698, 0.08417909399744115, 0.01672655605462216, -0.024476536983397898, 0.04263194616082192, -0.02147859822045467, 0.041095445561479885, -0.13566777069324365, -0.05665860829422163, 0.09312288439689369, -0.04048535827366394, 0.04289036159972322, 0.004616247140190002]",0.18125
15,Athirappilly And Vazhachal Waterfalls,Kerala,"majestic waterfalls cascading down amidst lush green forests. often called the 'niagara of india,' they offer a stunning display of nature's power and beauty. explore the surrounding rainforests for diverse flora and fauna.",-9.172072,116.902445,remote nature-based locations,"picnicking,photography,nature walks,bamboo rafting,dream world water park",9600,"athirappilly falls,vazhachal falls,thumboormuzhi dam & garden, munakkal beach",remote_nature,5,4,Medium,3,"[0.2940211281350673, 0.0672485747607946, -0.08694711637072558, -0.2514399051413503, -0.02405254693131697, 0.08641323674605549, 0.4171037811635988, -0.18490833142033233, -0.12423139874597396, -0.11652926636206928, -0.11384622508310581, -0.027335545318671193, -0.1317907825222304, 0.010026953639663343, 0.056933742679767474, -0.08561624138981357, -0.2119431259585583, 0.13031352626163295, -0.07397208721636746, 0.0554262548101621, 0.14974750509341453, -0.21537904432642577, 0.09502088985177673, -0.006810639696660819, -0.17309020558278046, -0.09465826744837447, -0.01454215577570874, -0.18054227615192267, 0.15826289899265913, -0.0851405874040686, -0.045609940663353665, -0.024068111278886636, 0.014980245158384121, 0.05454714839060173, -0.1279787543920319, -0.12098776469012751, -0.2046288500589307, 0.2910765135779551, 0.2636173759562343, -0.05717452075641311, 0.035886222259244045, 0.08514827515033997, -0.025578924093708995, -0.0681389200890617, -0.029183349974004593, -0.1337641834727348, 0.09138734629652119, 0.13544348186782992, -0.019966646826686946, -0.01428304185624378, 0.009697279975272163, 0.008128936157624642, 0.022757982262079385, 0.04606561709913117]",0.0611111111111111
16,Hampi'S Lesser-Known Ruins,Karnataka,"beyond the iconic temples of hampi, explore the numerous smaller and less-visited ruins scattered across the landscape. discover hidden temples, ancient settlements, and unique architectural details away from the main tourist crowds.",63.907066,177.468014,local or weekend getaways,"bouldering,rent a scooter and explore the small villages north of hampi,hike up to anjanadri hill for sunrise,swim in the tungabhadra river",8200,"hazara rama, matanga hill,hampi bazaar,tungabhadra river",local_getaway,4,4,Medium,4,"[0.32265488600021874, -0.2526771201902559, 0.24756320006876772, -0.17165732772775802, 0.10889842071267147, -0.02693266296733223, -0.18744958262512867, -0.2590629763185673, 0.20204922352890473, 0.03440106086156336, -0.3031102863389159, 0.05460236503045409, 0.19588409890021607, -0.15933833149007168, 0.05473205910056374, 0.08854346755959366, 0.0483971468363498, -0.0451220623540557, -0.1691855234730959, -0.11067698071150157, -0.10281187755034021, -0.23061477322674925, -0.09823684350785558, -0.007714970971242378, 0.0695283346983285, -0.08020745221647417, 0.017133357213622795, -0.0709082279873123, 0.022312008091564924, 0.06563681886889572, -0.03300542514097274, 0.04503220408512633, -0.056263344754267475, 0.09088203317015173, -0.09190294553549452, -0.016601131509046914, -0.09746545639557008, -0.139856454546968, -0.0017757157664115327, -0.14368152303214535, -0.08316994903190694, 0.060498069483810396, 0.08428770698061669, 0.05993706835742945, -0.03096212669220308, -0.061525982466793624, 0.18195068072868661, -0.19471829586505335, -0.0074651701742698695, 0.1517856507726926, 0.004133141873291062, 0.012411141982292494, 0.2849454650938751, -0.020487183762353377]",0.10357142857142856
17,Coorg'S Offbeat Trails And Villages,Karnataka,"while coorg is known for its coffee plantations, venture beyond the main towns to discover hidden waterfalls, less-explored trekking trails, and charming villages that offer a more authentic glimpse into the local culture and natural beauty.",-83.593206,76.160939,remote nature-based locations,"barapole river rafting,tadiandamol trek,plantation walks, explore somwarpet",9000,"namdroling monastery,chelavara falls,honey valley,kumara parvatha",remote_nature,4,4,Medium,1,"[0.4365471402173581, -0.21771463675489083, -0.2031058061463352, 0.10375726005218797, 0.18588317104462435, 0.14624269802947737, -0.012564747273930652, -0.1692847718971431, 0.007126423461396399, -0.10774700615982975, 0.06288180387133066, 0.1678567680741727, 0.10040109293689423, -0.21306391752727896, 0.21274847540494873, 0.009779352736310844, -0.006474796659919617, -0.1785520471179568, -0.15415832542592633, -0.21003465830342014, 0.10385876136015992, 0.07298026215264569, 0.02895784296684651, 0.042184525122036284, -0.1384989952766649, -0.022356779671779674, 0.055382574126922005, 0.10295140109160794, -0.040950285221898, -0.09971248554491513, -0.02917210583359555, 0.14983921899102096, 0.003002051180442609, 0.08355122945274246, 0.018079384369862637, 0.0040374876526742196, 0.15939607557514815, 0.0431243656791354, -0.014411699562053177, 0.10826472333150063, 0.13537300508912353, -0.020120881509684385, -0.03538986780595642, -0.04756043230013696, -0.13583930647981168, -0.06699697082342798, -0.14860961394813765, 0.10927610250135143, -0.25552320467773815, 0.1439558050335939, 0.18298203188722192, -0.026081254391895573, -0.05092372500092099, -0.21287295350892743]",0.2571428571428572
18,Poovar Island,Kerala,"a serene island at the southern tip of thiruvananthapuram, accessible mainly by boat. known for its tranquil backwaters, golden sand beaches, and the neyyar river meeting the arabian sea. offers a peaceful escape from the mainland.",-84.213292,-148.077222,beachfront and coastal retreats,"trekking, sightseeing, fishing",3800,nan,beach_retreat,3,1,Low,2,"[0.28391078744063303, -0.001010453124044984, 0.16800685901560788, -0.0381041724234251, -0.27552660103859156, -0.31491268299121716, -0.18604060085991198, 0.10994684125842492, -0.2052710505993207, 0.12414001306362851, -0.07899529080631178, 0.0043157185720832224, -0.026391371406785095, -0.06382801324157551, 0.012325882241641203, 0.1433988858549703, -0.14279611051096533, 0.08971220235425767, -0.048403447114715496, 0.11869997453726287, 0.20893981383030155, 0.08689539119885563, 0.058751183232795046, 0.3121514716476467, -0.05612246918354203, -0.08461995127338497, 0.22746366600460846, 0.02548141627327873, -0.051454356849026335, -0.14421508182223156, -0.15143685825283645, 0.020590768807527533, 0.09477981425578665, 0.2956762223375913, -0.03169370956621261, 0.11124563690172244, 0.2911445406601695, 0.08206669498299568, 0.004433460665718335, -0.1629060257025584, -0.07950176771284345, 0.04586051718247358, -0.02634520256903211, -0.05389826312416661, 0.01541935014965596, -0.013664854376235594, 0.029075576123388843, -0.014386758506448348, 0.0434328655113656, 0.1079062193292253, -0.10931157914149481, 0.03876144437830752, -0.05589734217973018, 0.026786343881837545]",0.19861111111111107
19,Valparai,Tamil Nadu,"a hill station known for its sprawling tea and coffee estates, dense forests, and winding roads. offers stunning views of the anaimalai hills and opportunities for wildlife spotting.",1.112541,-34.378079,remote nature-based locations,"cycling, adventure sports, rafting, relaxation",6600,"birla waterfalls, grass hills national park, tea estate garden, nirar dam, and the anaimalai tiger reserve",remote_nature,4,5,Medium,0,"[0.38320467792123536, 0.3613835668152908, -0.12130479544784423, -0.16260678367046247, -0.09282209839862238, 0.16178486623742747, -0.06607804631852988, -0.08531982084998904, -0.1082739118088239, 0.21335924980641424, 0.1752557134791824, -0.2268718675328225, -0.013611625079852144, -0.0020706836940950677, -0.03128195110168714, 0.0956368901936107, -0.026973352614061565, -0.14355659115385888, -0.11898537338427963, -0.007083110013898769, -0.1464115658916894, 0.08926732213620629, -0.26744162908452374, -0.04894316794859743, 0.08115546495284673, -0.011369861904396336, 0.04188802758187812, 0.0849912900239617, -0.12485859360928715, 0.06102703987126511, -0.07785696078423217, 0.09509132505004733, 0.04475728878123325, -0.018983387275594638, -0.0032916205585946357, -0.21787805979259312, -0.05641297351910402, -0.03344361780510834, 0.08835651921924956, -0.0013042182424966586, 0.014380009702385774, -0.023199921597800655, -0.07480539006341713, 0.050571121257556806, -0.11266749994409046, -0.18025047307327952, 0.006536653004448453, -0.07796384198133993, -0.24173600560464606, 0.016956755578707104, -0.32149298150636996, 0.02715028636024168, -0.08439477332743124, 0.0643310483118984]",0.3
20,Araku Valley,Andhra Pradesh,"a picturesque hill station in the eastern ghats, known for its coffee plantations, tribal culture, and scenic beauty. explore the borra caves and interact with the local indigenous communities.",-52.847975,165.380586,remote nature-based locations,relaxation,6400,"borra caves, tribal museum, chaparai waterfalls, and padmapuram botanical gardens",remote_nature,1,4,Medium,3,"[0.4390601771272325, 0.21966400227776015, -0.16297393977964172, 0.19494446993787967, 0.30437756508100616, -0.14542714750252075, -0.05541035689207345, -0.06395050797890252, -0.21971816495199067, 0.04153187041752214, -0.033156266674258916, -0.04061236871249773, -0.12593509193928387, -0.10222961723758175, -0.08043426300263277, 0.08114884261089209, 0.3018917153704025, -0.02326550554026512, -0.10664584331318333, -0.15223131202728665, 0.2159013095262118, -0.040622100553294925, 0.08461205692171622, -0.15009300676556797, -0.02124776715345634, -0.018790449110090306, 0.0016009368140556925, -0.05108059410858363, 0.021935734796849186, -0.0016723362670500088, 0.02914985849106205, -0.05003595382346172, -0.10025136241143703, -0.029659532155743677, 0.03363173314446282, -0.08885634705197037, 0.09956926518744255, -0.11790350462151016, 0.005849977555989204, -0.015051074854753807, -0.028432072929356095, -0.06471686052439113, 0.04228860877350771, -0.01671283910099372, -0.06087146082834426, -0.04236139598889074, 0.042046821446620516, 0.0275889695083579, 0.06649400491961761, 0.13410873522597103, 0.14227035697159915, -0.02535369807124468, -0.0704978916798937, 0.4031406572116924]",0.0
21,Thenmala,Kerala,"india's first planned eco-tourism destination, offering a blend of nature, adventure, and culture. explore its butterfly park, adventure zone, and enjoy trekking through the surrounding forests.",89.420594,-138.184591,remote nature-based locations,"water sports, nature walks, cultural immersion, ziplining, trekking",6200,"thenmala dam, shendurney wildlife sanctuary, aryankavu shastha temple, butterfly safari park, chenduruny wildlife sanctuary, suspension bridge, pathimoonnu kannara bridge",remote_nature,5,7,Medium,0,"[0.23508936986193196, 0.049191495587946665, 0.07806538687247565, -0.17517616455532417, -0.0014742330897078411, -0.0317159339598282, 0.27326147566866993, -0.28152572467978876, -0.03807897235561059, -0.26163917546363086, 0.07586193809102737, -0.19180457017880403, 0.05860198899710919, 0.07257809824963449, 0.052966842502511886, 0.022883213238752177, -0.016093526686819695, 0.21667980385075747, 0.17019128866322714, -0.1693022646747045, -0.031512034190153755, 0.23331961787526836, 0.37807139811961465, 0.06594287372895276, 0.34758760324993193, 0.0511820905315496, -0.08254635155601567, -0.09239057271884514, -0.15751406391260472, -0.114979090494707, 0.10121468876146339, 0.14549819337862493, -0.07183267467897168, 0.0766786970145554, 0.014758760641861133, -0.016587353328539754, 0.05173328227501815, -0.11616895919824102, -0.07183527666248024, -0.03718467918898489, -0.05156220276083247, -0.16983036355296283, -0.08299481504303499, -0.03848504855028141, 0.09994389269122873, -0.12380054264702392, 0.0006414811899790675, -0.08619129889686719, -0.02787068391155349, 0.02241480089625453, -0.024673312044215395, 0.00617636536618772, 0.03593985777269677, -0.01578537922412228]",0.325
22,Lepakshi,Andhra Pradesh,"famous for the veerabhadra temple, known for its exquisite vijayanagara architecture, including the iconic hanging pillar and intricate carvings. offers a glimpse into the rich history and artistic heritage of the region.",-67.341434,13.821581,local or weekend getaways,"relaxation, cultural immersion",3600,"veerabhadra swamy temple, lepakshi nandi temple, bhoga nandeeshwara temple, nangaliga, lepakshi jataayu",local_getaway,2,5,Low,1,"[0.38343605676368053, -0.02428533848623335, 0.22622149753548143, 0.1753047102558859, 0.09179696152022797, 0.24235310642621166, -0.10202603431326017, 0.15406582937032967, -0.0016899497784605448, 0.001787476036803343, -0.04850379593389092, -0.1650282042761811, 0.1417663539450265, 0.21714043042121162, -0.1892684193469718, -0.07674018492290849, -0.23589419874756865, -0.017789869815921667, -0.022347242964392514, 0.022990758789903518, 0.052516604876820756, -0.15417999183334116, 0.1418452454022221, 0.0554059289711784, -0.14358189336974495, -0.014172105402969756, 0.1560561396089443, 0.1232998092987336, -0.24201835334599986, -0.014009390137335312, 0.026672116949681652, -0.001585640576225537, -0.1896774309909462, -0.0015610087636256428, -0.13333222837649814, -0.036745420164278154, -0.1177972772696622, 0.10349963267759896, -0.18205585363627283, -0.01738225569029803, 0.13142983139431566, -0.06512042824864193, 0.20814600874029476, -0.028286052542157804, -0.036373273208811605, -0.21741920888401475, -0.16193536008880036, -0.17273770607202502, 0.07567651092460764, -0.06015698163078315, 0.0755524595437147, 0.015307375517071743, -0.0604960360692227, 0.040844100197784144]",0.4680555555555556
23,Kudremukh,Karnataka,"a mountain range known for its lush green rolling hills that resemble a horse's face (kudre - horse, mukh - face). offers excellent trekking opportunities through grasslands and shola forests, with stunning views.",52.135818,141.257087,remote nature-based locations,"adventure sports, relaxation",6000,"hanumana gundi falls, kalasa, sirimane falls",remote_nature,2,3,Medium,4,"[0.20270930083390143, 0.19363140336924425, -0.0957539173854273, -0.09826129494747878, -0.22903023680746012, 0.06694021036531629, 0.1965245738505998, -0.09364637771029855, 0.11836427138353686, -0.09807433160617245, 0.30170959161034305, 0.11840948085433067, 0.15531713540295525, 0.2958167794256581, -0.021203743053347216, 0.11629970891128227, 0.08395479552637054, -0.21648707328623937, -0.008020639320398164, -0.30190311738420034, 0.04271641438851337, -0.1278361321032918, -0.06835776705835633, 0.01739560245154652, -0.021177333689444404, -0.17944795146240541, 0.4106481890924464, -0.12060126370437947, 0.058394876974550536, -0.07045455532003946, -0.0473122075632677, -0.03908348607949233, 0.1878110145953262, 0.0644943114329495, 0.06651869123190736, -0.0005209019380944531, -0.05592353507200015, -0.12447641983034394, -0.06101506772072725, -0.056034506424848106, 0.03380171501265434, 0.002756298865008858, 0.10388888519568361, -0.0707142762496466, 0.12866847966321224, 0.16204866408482882, 0.019148108810032993, -0.043589520438313906, 0.014907373517254699, -0.10394344131058207, 0.05675861414068733, -0.025489237366213342, -0.004913775186011307, 0.038170987156870874]",0.3
24,Meghamalai,Tamil Nadu,"a relatively unexplored hill station in the western ghats, known for its tea and cardamom estates, dense forests, and abundant wildlife. offers a tranquil and offbeat experience amidst nature.",-14.29423,114.07128,remote nature-based locations,"adventure sports, photography, boating",5800,"chinna suruli waterfalls, murugan and mangaladevi temples",remote_nature,3,2,Medium,3,"[0.34886385738202197, 0.37361163275516035, -0.1124645497736055, -0.21964063715741206, 0.020198208508903963, 0.2278926927720923, -0.14417092458327188, -0.14591856278548437, -0.16733804730292554, 0.2829845667766184, 0.05877590359516606, -0.1729951028376372, -0.15966310630534614, -0.05883741113431603, 0.02755535913623798, 0.09539234089550641, 0.04797648628327705, 0.03974898214548652, 0.007721407929161152, 0.16758647251732686, -0.1515857068086369, 0.012204088954885985, -0.053001857111740824, 0.05483959318880121, 0.13053881204738513, 0.0647671249893598, 0.020048848997683562, 0.1000718766277685, -0.10886903066770094, 0.07237683811010914, -0.1108694013821317, 0.040267510187485776, 0.08419849558531445, 0.07681264829232941, -0.021002413332574073, 0.010363484530414142, -0.046044284842030624, 0.04837503767868959, 0.02214871351116969, -0.1126813885823374, 0.07581183741261073, -0.00878140486458603, -0.13646469454117682, -0.05990618232602649, 0.039238484662019346, 0.0838323186901235, -0.04625355289818746, 0.009290336382300476, 0.18800433671465194, -0.054960943061898436, 0.37795210877622276, -0.06454580142302227, 0.12313854395124367, -0.09452797779910369]",0.039999999999999994
25,Bhandardara,Maharashtra,"a serene hill station nestled in the sahyadri ranges, known for its wilson dam, arthur lake, and ratangad fort. offers opportunities for trekking, boating, and enjoying the peaceful surroundings.",-24.875756,36.30166,remote nature-based locations,"historical exploration, bird watching, water sports",5000,"umbrella falls, wilson dam, kalsubai peak",remote_nature,3,3,Low,1,"[0.3508475999269915, 0.3207552186074111, -0.005897120991682981, -0.1511697424390382, 0.003343223454453384, -0.1909912047373841, -0.2886202483067077, 0.09716420564168526, 0.15988673146900623, -0.024074318234961003, 0.004186227398050461, 0.14602900129669524, 0.009627773537488728, 0.08323295656321873, 0.09629062637537202, -0.11179625248867169, -0.1560678142842109, -0.10657065892241915, 0.1818418711360517, -0.012576241280893002, 0.05910469830807286, 0.2967910908171885, 0.039469857085822915, -0.14528641037057893, -0.15981114933135673, -0.011244420753509423, 0.06691204458978653, 0.03375279055908864, -0.015365995452124213, -0.11489691595054295, 0.05317585890642987, 0.08124417136954512, -0.17681877398280518, 0.0039002785924003016, 0.22137278977513225, -0.010496962600177918, -0.1493656165159912, 0.037136664682594606, 0.11040544364595704, 0.015485662060089842, 0.08965020557725929, -0.04957625636664055, -0.019565941856232987, 0.11433638020445736, -0.013041222543775835, -0.031202085278107028, 0.32001698694342046, -0.02914489156759361, 0.028097664108516933, -0.004818046149678205, 0.11491810400032745, 0.21815673155639753, -0.015619808444269873, -0.03964394140929128]",0.2833333333333333
26,Diu Island (Quieter Beaches),Gujarat,"while diu has some popular beaches, explore its quieter stretches of coastline, historic portuguese architecture, and the laid-back island life away from the main tourist areas.",56.31932,-101.255303,beachfront and coastal retreats,"cultural immersion, rafting",2000,"gangeshwar temple, diu fort",beach_retreat,2,2,Low,0,"[0.25331898756634447, -0.2649912584561854, 0.12820988259347219, -0.14755012619211563, -0.15563486588731718, -0.2009402241963644, -0.2711771195269162, -0.012499101573683634, -0.2657918609469096, -0.2487157139525287, -0.007851101006715329, -0.11251722969906237, -0.1400730494019669, -0.03812369402599676, 0.011160854937784006, 0.047615307178576635, 0.021720565284182515, -0.10472740867237348, -0.1042724345258751, -0.006132271643070692, -0.2973284866346424, -0.25925355628221564, 0.06380006760430834, -0.015315860074877868, -0.09342749222436535, -0.040732719923710435, 0.07278472879252741, -0.0182458242286425, 0.06066766949691667, -0.07181196056636227, 0.2624057498478198, -0.0938315773128695, 0.0564773093045857, -0.04873003667923072, 0.022518950103747305, -0.1524761619920152, -0.06719266298754668, -0.05265685247284286, -0.22779953220521018, -0.003713051651054862, 0.11294882642575288, -0.02795044824183126, -0.28482654443355276, 0.04214684095936603, 0.08355513048332669, -0.025308971405286946, -0.02432674038961552, 0.13813398117618716, 0.02070183871130587, -0.011354221808661979, 0.0013771723421214066, 0.12975867128228177, -0.07528796901290073, -0.017652726345816338]",0.25555555555555554
27,Mount Abu'S Offbeat Trails,Rajasthan,"beyond the popular nakki lake and dilwara temples, discover the lesser-known trekking trails, viewpoints, and natural beauty of this only hill station in rajasthan.",50.382865,-100.041562,remote nature-based locations,"cycling, boating, star gazing, historical exploration, wildlife",7800,"delwada temple, sunset point, toad rock, nakki lake, achalgarh fort, arbuda devi temple",remote_nature,5,6,Medium,0,"[0.4054618397091163, -0.053391016503099645, -0.26584514917900803, -0.20091808739283357, 0.3364229369191753, -0.10569134914394758, -0.1189102717190953, 0.11921022938867896, 0.25261706486613217, 0.016359794104985993, -0.06507299681516465, 0.057514524654743014, 0.17299527767259631, -0.11591567352354337, 0.011554779163557872, 0.00479286631899864, 0.003662010467287192, -0.050118237611030986, 0.008163275845329214, -0.02154303258633041, -0.09375000252350787, 0.06379766360228624, -0.046694407376271466, 0.2328302772638061, 0.04820110167830633, -0.09332010732319419, -0.05165757950368243, -0.1934569767238285, 0.00699245762080246, -0.02835964091032263, 0.15975624158027854, 0.08120522422277959, 0.17064901312428743, 0.05131369185165258, 0.03571829171656004, 0.0921160739060774, -7.88056366739058e-05, 0.008027845869327454, 0.029215947899903096, -0.0006182835883632631, 0.12217902279115452, 0.012369073920963711, -0.023367711131392906, 0.07579812311359704, -0.06514745044631919, -0.20510300004348184, -0.013297768653862434, 0.07480338577742551, 0.2295318541207414, -0.21543637191985507, -0.09028180228421939, -0.2455033522888068, -0.10766704852733275, 0.049572974160791886]",0.2333333333333333
28,Kachchh,Gujarat,"venture beyond the rann of kutch to explore the traditional villages, witness the unique kutchi handicrafts, and experience the local culture and lifestyle.",-38.02494,-88.393934,local or weekend getaways,"yoga, cycling, sightseeing",1800,"aaina mahal, prag mahal, kalo dungar, vijay villas palace",local_getaway,3,4,Low,2,"[0.4040115855951115, -0.222319522124446, -0.005582174188844724, 0.27996265666642234, 0.07450009672357862, -0.09893192128674896, 0.07023040647077392, -0.33597961803826687, -0.056903735441415894, 0.15939162190684947, -0.0012596937524304158, 0.13540075116302788, -0.01525916287072929, 0.031204184158338432, 0.2105033402498883, -0.049673697846480694, 0.08448972374200293, 0.13911616753763142, 0.03381211310878111, 0.041389625707678186, -0.04852319634711907, 0.153824339430652, -0.04186683695654715, 0.06935180755766707, -0.11510309861867157, -0.0553454700875493, -0.003910553943732355, 0.08053746453200818, -0.0788717741231167, 0.14814367380976906, 0.035871439793640436, 0.09008279304631481, 0.021115251153374988, -0.05512501702715688, 0.04859682030786157, -0.1365888569647816, -0.0925176664507578, 0.029391768604229894, -0.03384431405265649, 0.1412273977735944, 0.08727561889628334, 0.33365897290961316, -0.023352014236877872, -0.19900258302168333, 0.27159701159391636, 0.010242024688951835, 0.035098115662657504, -0.17940704206616542, 0.12159445235292755, 0.014555796745662953, -0.0723945567002652, 0.025660718195078, -0.12636775866020755, 0.01577125232737443]",0.125
